job_address,job_duty,job_name,job_require,job_time,job_type
Singapore-CapitalSpring,"Position Overview
With our strong international business growth, Tencent Finance is now looking for an experienced IT Internal Control Manager who will manage the end to end IT internal control and risk management cycle, serving as the second layer of defence for our gaming business across different markets in SEA. The ideal candidate will excel in creating and improving the IT risk control framework and procedures and steering data-driven IT risk review using data analytics tools and programming languages (e.g. SQL, python, R etc). With a strong emphasis on teamwork and innovation, you will take the lead in connecting with both the local and China-headquarters based business stakeholders to bring strong awareness on IT controls framework.
Responsible for IT risk management and internal control of online games in Singapore, including maintaining risk matrix and establishing internal control procedures.
Conduct risk analysis, draft risk control measures and drive the execution of process and control design/enhancements to achieve standardisation and improve operational effectiveness.
Promote the use of risk management tools / systems locally and enhance the risk awareness across all employees locally.
Be a risk management advisor to the local stakeholders and recommend root cause remediation to meet and upkeep the high standards of risk and control process.
Conduct regular discussions on the risk management topics and issues with the local management teams
Work Location: Singapore-CapitalSpring",IT Internal Control Manager,"Bachelor's degree or above in computing related majors, combined with IT audit qualifications.
Minimum 5 years of relevant experience in IT internal control, audit and risk management, preferably within Internet or Gaming industries. External IT auditors from well recognised consulting / professional services firms are welcome.
Solid experience of creating and increasing risk awareness within the local businesses with the ability to engage in risk management duties independently.
Solid knowledge and practical experience in data analytics, with experience in common data analytics programming language (e.g. SQL, python, R).
Strong language proficiency in both English and Chinese Mandarin (read, spoken and written) in order to align and localise risk management documentations between China HQ and overseas markets.
Personal attribute: demonstrated ability to work independently and efficiently to deliver high quality outcomes under highly demanding and fast-paced environment.
#LI-JY1

Diversity, Equity & Inclusion at Tencent
Diversity, equity and inclusion are important, interdependent components of our workplace. As an equal opportunity employer, we firmly believe that diverse voices fuel our innovation and allow us to better serve our users and the community. We foster an environment where every employee of Tencent feels supported and inspired to achieve individual and common goals.",2023年12月17日,Finance
广州,"1.负责搭建并持续优化视频号直播带货安全系统；
2.负责持续优化商品治理，店铺治理，达人治理，平台治理机器召回模型，完善安全策略基建；
3.负责建立机审和人审结合的方式快速发现和打击各类业务违规（如商品违规，达人带货内容违规，虚假交易识别等问题），为视频号直播带货业务发展提供安全保障；
4.负责视频号直播带货安全系统总体架构的迭代，适配业务发展的需要，让模型跟策略的迭代更加敏捷。",微信视频号直播带货安全策略高级工程师,"1.数学、统计、计算机等相关专业本科及以上学历， 3年以上相关工作经验；
2.具备一定的代码开发能力，至少能熟练掌握一门数据分析建模工具，如：SQL、Scala、Python，有基于Hadoop/Spark大数据平台开发经验 ；
3.数据结构/算法基础扎实，熟练掌握机器学习相关理论知识，并具有一定实践经验；
4.熟悉NLP、计算机视觉、多模态及相关知识；
5.具有良好团队协作能力、有较强的逻辑思维能力、沟通能力和责任感；
6.熟练掌握风控策略打击的方法论，有完整主导过至少一个风控对抗的恶意场景；
7.有电商治理，内容安全，交易风控经验者优先。",2023年12月21日,技术
US-Los Angeles,"【About Tencent】
Tencent is a world-leading internet and technology company that develops innovative products and services to improve the quality of life of people around the world. Founded in 1998 with its headquarters in Shenzhen China, our guiding principle is to use technology for good. 

We are not only a major video game publisher in the world, we also produce other high-quality digital content, enriching interactive entertainment experiences for people around the globe. We offer a range of services such as cloud computing, advertising, FinTech, and other enterprise services to support our clients' digital transformation and business growth. 

【About IEG】
Interactive Entertainment Group (IEG) is responsible for the R&D, operation, and development of the company's interactive entertainment business including games and eSports. Through online gaming, live broadcasts, and offline eSports, IEG assists the company in leading the global interactive entertainment market to create better interactive entertainment content experiences for users. 


Job Summary:
We are seeking a full-time employed senior researcher with passion and a solid background in 3D Reconstruction, including but not limited to explicit and implicit 3D representation, single-view or multi-view reconstruction, text-to-3D, and etc. We aim to apply cutting edge techniques to Tencent Games; you will have an opportunity to witness your work improving experience of millions of users! 

In this role you are expected to have deep understanding of 3D reconstruction algorithms, such as Nerf, Neus, PIFU, Magic3D and etc. You will partner with Games Digital Content Technology Center to guide the future of Tencent’s interactive entertainment technologies.
Responsibilities:
You will conduct independent research and development of mainstream algorithms and emerging technologies of 3D reconstruction for future products.
Work Location: US-Los Angeles",Senior Researcher 101117,"Key Qualifications: 
1.Strong understanding and hand-on experience on 3D reconstruction.
2.Ability to optimize 3D related methods and algorithms.
3.Strong coding skills of Python. 
4.Familiar with at least one common Deep Learning tool, such as Tensorflow, PyTorch, and etc.
5.Excellent communication and collaboration skills.

Plus:
1.Publications in top computer vision conferences or journals, e.g. CVPR, ICCV, TPAMI, etc.
2.Familiar with techniques about 3D reconstruction from images, text-to-3D, and surface generation.
3.Experience on geometry processing for meshes.

Education & Experience 
Minimum: MS - Computer Science, Electrical Engineering and related fields. 
Preferred: PhD - Computer Science, Electrical Engineering and related fields.

[DEI Statement]

Diversity, Equity & Inclusion at Tencent:

Diversity, equity and inclusion are important, interdependent components of our workplace. As an equal opportunity employer, we firmly believe that diverse voices fuel our innovation and allow us to better serve our users and the community. We foster an environment where every employee of Tencent feels supported and inspired to achieve individual and common goals.",2023年12月17日,Technology
西安,"1.负责腾讯云及公司业务的项目管理、研发支撑、CI/CD服务相关系统和工具的建设和研发，应用行业前沿的优秀的工程实践经验，提升研发和工程生产力和效率；
2.设计、构建并落地各产品自动化构建、测试和发布的工程基础设施；
3.驱动研发团队落实优秀的代码规范、代码设计原则和高质量的测试；
4.基于产品视角，完善内部系统的产品形态、系统能力、体验交互、性能等各方面能力，配合腾讯云完成产品化对外输出。",腾讯云效能开发工程师,"1.计算机或软件相关专业，本科及以上学历，具备扎实的计算机和软件技术基础；
2.两年以上软件开发经验，能熟悉掌握和运用C/C++/Python等任何一门主流编程语言，有后台开发经验者优先；
3.在测试自动化、持续集成、静态分析、开发调试工具、框架设计和分布式系统等领域中，有涉及到一项或多项相关的实践经验；
4.在项目管理、配置管理、CI/CD、devops、EP度量等一到多个领域有实践及推动经验者优先；
5.热爱学习，具有自我持续优化的驱动力，熟悉docker、K8s、微服务并有实践者更佳。",2024年01月08日,技术
武汉,"1.1、 抽象产品业务场景规律，开发并维护测试工具或mockServer、提升测试效率；
2、 参与性能测试，并协助研发排查问题，定位瓶颈；
3、 参与自动化测试用例设计、编写和维护，以及优化并维护自动化测试框架；
4、 负责产品测试用例设计与评审、功能测试、接口测试、系统测试等测试联调工作；
5、 解决测试过程中的复杂技术问题，引入和推动行业内的新技术和新思维，并在实际工作中落地；。",企业帐号系统测试工程师(CSIG子公司),"1.1、本科以上、3年以上自动化经验，有大型软件项目或互联网软件测试开发经验；
2、熟练掌握 python/java/Go 中至少一门语言，具备良好的代码编写能力和习惯；
3、熟练掌握性能测试工具，熟练掌握 linux、mysql；
4、熟悉 Git、Jenkins、K8S、docker，redis、mq 等，可以快速搭建业务测试依赖的第三方环境（如DB环境、缓存环境等）；
5、优秀的沟通能力和积极主动意识，出色的团队协作能力，有力的推动工作进展；
6、有 IDaaS 或 SaaS 行业工作经验优先考虑；

备注：此岗位为腾讯集团旗下子公司编制岗位 通过腾讯云从业资格证或同等资格认证的优先录取。",2024年01月13日,技术
深圳,"1.负责IEG Global数据相关应用平台开发，包括各类BI系统、监控系统、推送系统等；
2.负责数据存储方案、计算链路开发，为应用层提供准确，高性能，高可用的结果数据；
3.能够与各类合作伙伴一起完成开发任务，并为增产提效开发相关工具。",海外数据平台高级工程师(后台开发),"1.全日制本科学历及以上，计算机类相关专业；3年及以上工作经验；；
2.熟练掌握Go或Python语言，熟悉常见服务端开发框架，如Flask、Gin等；；
3.熟悉Server开发，了解低延迟、高并发、分布式系统设计基础知识；有对复杂需求的分解及设计能力；
4.理解大数据系统的原理，异同，熟练掌握常用大数据存储组件，有设计高性能、低成本、高可用的数据存储方案的能力；
5.掌握mysql、redis等基础数据库，了解常用的库表设计模式，有优化慢查询的相关经验；
6.具备良好的沟通表能力及团队协作精神；具备较强的服务意识；具备较强的学习能力及主动性。",2024年01月13日,技术
西安,"1.主要负责腾讯云办公协同产品研发工作，包括；
2.办公协同软件后台开发；
3.办公协同软件运营平台开发；
4.办公协同软件交付流程建设；
5.办公协同软件效率平台开发。",腾讯会议后台开发工程师,"1.计算机、通信相关专业本科以上学历；2 年以上 Linux 后台开发经验；
2.编程基本功力扎实，精通至少如下一门编程语言：C/C++、Python、Golang、PHP；
3.精通TCP/IP协议相关知识及网络编程；
4.熟悉常用算法、数据结构、设计模式、多线程、分布式等技术；
5.熟悉DB操作；
6.对新技术敏感，求知欲强，能快速学习并具备较强的技术领悟能力；
7.有强烈的上进心和责任感；具有良好的逻辑思维、语言表达能沟通力及团队协作精神；
8.备注：此岗位为腾讯集团旗下子公司编制岗位 通过腾讯云从业资格证或同等资格认证的优先录取。",2024年01月13日,技术
深圳,"1.负责金融科技云平台，Kubernetes集群等领域的SRE工作（包括运营规划、高可用架构设计、实施和保障工作）；
2.负责k8s大规模集群自动化运维平台规划和建设；
3.负责k8s集群的性能调优、风险巡检和应急体系规划和建设。",云原生Kubernetes SRE工程师,"1.计算机相关专业本科或以上学历，2年以上Kubernetes相关开发、运维经验；
2.熟悉 Kubernetes工作原理，各个组件的工作原理；
3.熟练掌握golang、java、python中至少一种开发语言；
4.熟练掌握计算机原理、网络编程、数据库理论；
5.熟悉linux操作系统，具有较强的问题定位能力；
6.有大规模集群高可用性保障、性能优化或者大规模K8S集群运维等相关经验，熟悉集群常见问题排查手段者优先；
7.有中大型项目开发经验者优先；
8.有大型系统架构、运营规划和线上运营经验者优先；
9.工作细致、责任心强，具备较强的学习能力和自驱力，善于沟通协调。",2024年01月25日,技术
武汉,"1.主要负责腾讯云办公协同产品研发工作，包括；
2.办公协同软件后台开发；
3.办公协同软件运营平台开发；
4.办公协同软件交付流程建设；
5.办公协同软件效率平台开发。",腾讯会议后台开发,"1.计算机、通信相关专业本科以上学历；2 年以上 Linux 后台开发经验；
2.编程基本功力扎实，精通至少如下一门编程语言：C/C++、Python、Golang、PHP；
3.精通TCP/IP协议相关知识及网络编程；
4.熟悉常用算法、数据结构、设计模式、多线程、分布式等技术；
5.熟悉DB操作；
6.对新技术敏感，求知欲强，能快速学习并具备较强的技术领悟能力；
7.有强烈的上进心和责任感；具有良好的逻辑思维、语言表达能沟通力及团队协作精神；
8.备注：此岗位为腾讯集团旗下子公司编制岗位 通过腾讯云从业资格证或同等资格认证的优先录取。",2024年01月13日,技术
西安,"1.研发下一代数据库管控平台服务，打造领先的云原生数据库服务平台产品，作为核心产品服务腾讯云数据库产品业务系统；
2.在产品成本，性能，稳定性等领域持续优化，给用户提供高性价比，易用，高性能的云数据库服务；
3.参与K8S二次开发和调优工作，同时提供全链路的可视化分析能力，挖掘数据价值。",数据库云原生开发工程师,"1.本科及以上学历，3年及以上工作经验；熟悉MySQL/SQLServer/PG/Redis/Mongo等开源数据库至少一种，并了解其运行原理；
2.对高性能，大规模编程有实践经验，掌握分布式、操作系统、网络等工作原理；
3.熟练使用C/C++/Rust/Go/Java/Python 一种以上，具备良好的数据结构和算法基础；
4.熟悉Kubernetes/OpenStack/CloudFoundry等开源云平台, 了解Kubernetes 基础原理并具备开发经验者优先；
5.有大规模互联网产品研发经验，有云厂商IaaS或者PaaS产品开发经验者优先；
6.注：此岗位为腾讯集团旗下子公司编制岗位，通过腾讯云从业资格证或同等资格认证的优先录取。",2024年01月29日,技术
深圳,"1.负责多模态数字内容生成的算法研发，包括但不限于图像、视频和3D生成，旨在提升生成质量的稳定性、可控性等；
2.利用多模态生成能力帮助业务方提升工作效率及拓展业务场景，包括但不限于人物/场景/物品的美术制作以及3D建模等；
3.探索和推进有影响力的AI技术研究和在具体业务场景中的应用。",多模态AIGC算法研究员,"1.数学、计算机、机器学习、人工智能等相关专业硕士研究生及以上学历；
2.精通至少一种技术语言，包括但不限于Python、C/C++等；
3.具有扎实的计算机视觉、计算机图形学或机器学习算法基础，在世界顶尖会议NeurIPS, ICLR, CVPR, ICCV, ECCV，SIGGRAPH等发表过文章并有丰富的工程项目经验；
4.具有多模态大模型的研究和开发经验，熟悉现有多模态生成技术路线，包括 GAN、VAE、Diffusion、Auto-regressive等；
5.有多模态图像/3D/视频生成实践经验者优先；
6.具备强的学习能力和自驱力、清晰的逻辑思维能力和出色的沟通能力。",2024年01月29日,技术
深圳,"1.负责部门质量保障相关工作，包含整体测试流程、测试体系和测试方案设计，对具体的测试任务比如功能、安全、接口、性能、兼容性测试等等进行规划实施；
2.具备良好的外包管理能力，能够对测试外包进行专业化管理及培养，对测试结果把控并能识别风险，持续优化，提升外包输出质量；
3.对测试过程实施自动化改进提升测试效率，行业优秀自动化测试工具平台的引入及搭建，提升整体交付质量和效率。",高级系统测试工程师,"1.三年以上相关工作经验，本科以上学历，计算机或相关专业；
2.思维逻辑清晰，工作严谨细致，具备良好的沟通及理解能力；
3.具备丰富的测试经验，可以独立完成大型项目整体质量体系规划和质量方案设计，以及功能、安全、接口、性能、兼容性测试等专项测试实施；；
4.有较强的测试外包或者项目管理经验，能够识别管理中的问题并推动持续改进；
5.熟悉Unix/Linux工作环境，至少掌握一门常用脚本语言(如shell,python,php,perl等)；
6.具备自动化测试经验，精通多种主流自动化工具原理及使用，熟悉自动化测试在流水线中的应用。",2024年01月30日,技术
深圳,"1.负责QQ游戏中心绿洲资源管理平台后台的开发和维护工作，为数百内外部用户提供高效稳定的运营管理平台；
2.负责QQ游戏中心核心资源渠道投送系统的开发和维护工作，支撑每天亿级用户的营销资源触达；
3.负责QQ游戏中心mie活动平台后台的开发和维护工作，实现丰富定制化活动玩法，助力不同运营阶段的游戏推广；
4.负责QQ游戏中心实时和离线数据的开发管理，包括百亿级别的运营资源数据、人群模型数据等等，覆盖从离线批处理到实时流处理各种技术场景；
5.结合业务需要进行新技术的研究和落地，包括AIGC、低代码编排等，不断提升游戏运营效率。",高级后台开发,"1.三年及以上linux后台服务开发经验，2年及以上golang开发经验；有分布式系统开发经验，具备较强的全链路问题定位、分析和性能优化能力；
2.熟悉linux命令行操作，掌握shell和python脚本语言；熟悉常见的性能调优手段；
3.熟悉网络服务开发；熟悉分布式、高并发系统的设计架构；
4.熟悉常用的云原生技术，包括容器，云存储（redis，mysql，mongodb等），中间件等；；
5.对新技术有热情，具备独立学习和应用新技术的能力；具备独立承担任务以及控制项目风险和进度的能力，能承受一定的工作压力；
6.有大型广告或活动平台系统开发经验者优先。",2024年02月01日,技术
深圳,"1.通过对AIGC模型（3D生成）的研究优化，提升算法的生成质量、速度、多样性、可控性；
2.推动3D生成模型工业化部署和产品落地。",混元AIGC算法研究员,"1. 计算机、人工智能、数学等相关专业研究生及以上学历；
2.具有以下任一方向的经验者优先：3D生成、2D生成、3D重建、3D编辑、LLM；
3.有扩散模型、GAN、ControlNet、LoRA、P-Tuning、NeRF等生成模型使用经验者优先；
4.具有扎实的机器学习/CV/NLP/3D/CG算法基础，有AIGC方向顶级论文者优先；
5.熟练掌握Python，掌握一个或多个深度学习框架，有3D引擎使用经验者优先；
6.代码能力较强者优先，例如获得过ACM区域赛金牌、有较大影响的开源项目；
7. 具备较强的学习能力、清晰的逻辑思维能力和出色的团队沟通能力，有强烈的好奇心。",2024年02月02日,技术
武汉,"1.负责数据库测试质量把控工作，从数据库架构和应用场景进行测试策略、方法的规划及实施；
2.支持行业客户测试需求的落地实施，为项目的客户版本交付质量负责；
3.参与数据库自动化测试能力建设，打造行业领先的分布式数据库测试技术；
4.注：此岗位为腾讯集团旗下子公司编制岗位。",数据库测试工程师,"1.计算机相关专业本科及以上学历，三年及以上服务端软件测试经验，对分布式集群架构有深入理解，能准确理解需求，根据项目特点制定有效测试方案；
2.需要有相关数据库测试经验，对MySQL/PostgreSQL/Oracle等任一数据库有深入理解；
3.熟练掌握Linux应用，有C/C++、shell或python等编码语言进行自动化工具及测试开发能力；
4.擅长服务端自动化测试、性能测试、稳定性测试工作；对Devops等实践有较好的认识和掌握；具备良好的沟通协调和团队协作能力，有高度责任心和积极进取的工作态度，独当一面完成项目测试工作。",2024年02月02日,技术
深圳,"1.负责视频相关产品的全流程质量管控工作，包括参与需求分析，帮助完善需求与开发设计实现，合理设计测试计划，实施测试活动，跟进缺陷，协助研发分析定位问题，并结合项目特征，挖掘业务相关的各种专项测试需求；
2.推动建设自动化测试体系，制定并把控测试方案，协助团队提升测试的质量和效率；
3.负责产品相关的测试工具设计及实现；
4.保证被测系统的质量，并通过测试流程和方法创新，提升研发的质量和效率。",腾讯云测试开发工程师(北京)（成都）,"1.计算机本科及以上相关专业3年以上工作经验，有专项测试、测试开发经验者优先；
2.对音视频类应用后端实现、计算机网络等计算机和软件基础都有比较深入的理解和实践经验者优先；
3.熟练掌握C/C++/Go等至少一种编程语言或者对Python/Shell/Perl等至少一门脚本语言有丰富实践经历；
4.有相关的自动化测试、专项测试或白盒测试、工具和平台建设者优先；
5.对敏捷开发、devops、CI/CD有一定经验者优先；
6.具备良好的团队合作精神，善于协调沟通，具备较高的问题推动解决。",2024年02月02日,技术
武汉,"1.主要负责腾讯会议活动和日历软件产品后台研发工作，包括；
2.负责业务后台迭代开发；
3.负责运营平台开发；
4.负责后台通用能力建设。",腾讯会议后台开发工程师,"1.计算机、通信相关专业本科以上学历；2 年以上 Linux 后台开发经验；
2.编程基本功力扎实，精通至少如下一门编程语言：Golang、Java、C/C++、Python、PHP；
3.精通TCP/IP协议相关知识及网络编程；
4.熟悉常用算法、数据结构、设计模式、多线程、分布式等技术；
5.熟悉DB、redis操作；
6.对新技术敏感，求知欲强，能快速学习并具备较强的技术领悟能力；
7.有强烈的上进心和责任感；具有良好的逻辑思维、语言表达能沟通力及团队协作精神；
8.备注：此岗位为腾讯集团旗下子公司编制岗位 通过腾讯云从业资格证或同等资格认证的优先录取。",2024年02月03日,技术
US-Los Angeles,"Responsibilities: 
Conduct independent research and development of state-of-the-art algorithms and emerging technologies of physics-based simulation.
Cooperate with engineers to optimize advanced simulation algorithms and integrate them into game engines.
Work Location: US-Los Angeles",Senior Researcher – Computer Graphics Physics-Based Simulation 102130,"Key Qualifications:
Strong understanding and hands-on experience in physics-based simulation and computer graphics.
Ability to optimize computer graphics related methods and algorithms for real-time scenarios.
Strong coding skills of C/C++. 
Strong foundation in math, such as calculus, linear algebra, numerical methods.
Good understanding of Newtonian mechanics.
Excellent communication, collaboration, and self-study skills.

Plus:
Publications in top computer graphics or computer vision conferences or journals, e.g. Siggraph/Siggraph Asia, SGP, CVPR, ICCV, and etc.
Expert in at least one of the following research fields: cloth simulation, fluid simulation, hair simulation, particle simulation, learning based simulation.
GPU programming experience, including compute shader and cuda programming.
Familiar with popular game engines, e.g. Unreal.
Experience in computer graphics software, e.g. Houdini, Maya. 
Machine learning and deep learning skills.
Proficient in Python.

Education & Experience:
Minimum: MS - Computer Science, Electrical Engineering and related fields.
Preferred: PhD - Computer Science, Electrical Engineering and related fields",2023年12月16日,Technology
上海,"1.负责芯片的详细设计、实现及综合等设计工作；
2.负责芯片的性能分析及优化；
3.支撑验证团队完成UT/IT/ST验证计划的制定和执行、覆盖率收集、原型验证问题定位；
4.支撑后端团队完成floorplan, 网表交付交付质量把控。",芯片设计工程师（北京/上海/深圳）,"1.本科及以上学历，3年以上芯片/FPGA设计经验；
2.精通Verilog、system veilog语言，熟悉OVL/Assertion语言，及tcl/perl/shell/python脚本语言；；
3.精通数字芯片前端设计全流程和相关工具使用，有大型芯片综合/STA/DFT环境搭建和前端网表交付经验；
4.熟悉PCIe, DDR, MAC等高速接口，有丰富的PCIE虚拟化和高速DMA设计经验优先；
5.熟悉高速网络大容量查找算法，大规模队列QoS算法，缓存管理算法芯片实现；
6.熟悉ARM/RISC-V 等CPU体系结构，multi-core片上总线设计，cache/memory子系统设计；
7.思维缜密，逻辑性强，沟通能力强，具有良好的团队协作精神，有创新和挑战精神。",2023年12月20日,技术
深圳,"1.我们需要有数仓开发经验、对数据敏感、能跟业务团队共创数据价值的伙伴，一起建设金融领域的数据资产。加入我们，你将：；
2.负责金融大数据采集，计算，分析处理等相关开发工作，设计各层数据模型（ODS/DWD/DWS/ADS等） ；
3.负责金融业务的数据仓库设计与开发等工作，包括支付、理财、证券、小贷等业务 ；
4.负责金融大数据治理相关的设计与开发工作，包括资产管理、质量效能等。",高级数据仓库工程师,"1.本科及以上学历，3年以上工作经验，熟悉数据仓库建设及常用建模理论；
2.熟悉ETL过程与模型设计，包括数据链路流转、星形模型与雪花模型等；
3.熟悉Hadoop，Spark，Flink，Kafka等相关平台和组件；
4.熟悉Java，shell，Python，SQL等至少两种开发语言；
5.良好的沟通表达能力，执行力强，对待工作认真严谨负责；
6.具备以下经验者将优先考虑：；
7.有大型数仓模型落地经验者，具备模型性能优化，链路优化等经验者；
8.熟悉大数据引擎原理者，比如spark、hive、flink、clickhouse等；
9.熟悉金融领域业务知识，并熟悉金融数据资产应用者。",2024年01月13日,技术
北京,"1.负责芯片的详细设计、实现及综合等设计工作；
2.负责芯片的性能分析及优化；
3.支撑验证团队完成UT/IT/ST验证计划的制定和执行、覆盖率收集、原型验证问题定位；
4.支撑后端团队完成floorplan, 网表交付交付质量把控。",芯片设计工程师（北京/上海/深圳）,"1.本科及以上学历，3年以上芯片/FPGA设计经验；
2.精通Verilog、system veilog语言，熟悉OVL/Assertion语言，及tcl/perl/shell/python脚本语言；；
3.精通数字芯片前端设计全流程和相关工具使用，有大型芯片综合/STA/DFT环境搭建和前端网表交付经验；
4.熟悉PCIe, DDR, MAC等高速接口，有丰富的PCIE虚拟化和高速DMA设计经验优先；
5.熟悉高速网络大容量查找算法，大规模队列QoS算法，缓存管理算法芯片实现；
6.熟悉ARM/RISC-V 等CPU体系结构，multi-core片上总线设计，cache/memory子系统设计；
7.思维缜密，逻辑性强，沟通能力强，具有良好的团队协作精神，有创新和挑战精神。",2023年12月20日,技术
西安,"1.负责腾讯云产品商机数据中台研发，包括不限于企业画像，触达，商机管理，客户交付等系统建设；
2.参与大前端技术框架建设，设计多端后台融合框架，贡献组件化和能力模块，关注前端性能指标；
3.深度参与后台团队、产品团队、业务团队协作，深度参与对应平台功能性和非功能需求开发。",腾讯云商机系统资深前端岗,"1.本科及以上学历，5年左右的前端工作经历，对互联网行业有浓厚兴趣；
2.熟悉计算机基础学科，包括数据结构、基础算法、计算机体系结构等；
3.了解使用HTML、CSS、JavaScript，熟悉Http、https，有使用git等版本管理或构建工具优先 ；
4.了解业界流行开发框架例如vuejs, reactjs等优先；
5.了解和能使用至少一种后台语言，包括但不限于nodejs、php、java、python等，有一定的nodejs开发经验（经验丰富的加分）；
6.对Web性能和安全有较深的见解和相关处理方案；
7.备注：此岗位为腾讯集团旗下子公司编制。",2024年01月17日,技术
深圳,"1.负责CSIG经营平台及数据搜索排序优化，包括但不限于客户、项目、产品、合同、测算实体对应的指标、维度等核心数据的相关搜索排序，符合用户搜索意图的结果呈现；
2.研发统一的搜索服务供各个业务系统调用并回收用户数据；
3.端到端解决搜索业务问题，包括但不限于排序优化、索引筛选、内容价值衡量等，不断提升搜索体验和效果；
4.研究预训练、语义生成、语义匹配、语义检索等方向的前沿技术，并探索其在搜索中的相关应用，解决搜索业务实际问题。",经营管理系统搜索算法高级工程师,"1.本科以上学历，计算机相关专业，有搜索、推荐相关算法工作经验；
2.熟悉Python/C++语言，熟悉大数据处理技术(如Hadoop、Spark等)；
3.熟练掌握NLP、机器学习算法，对大模型有经验者优先 ；
4.有较强的技术能力和创新能力，结合实际应用场景，提供技术落地方案；
5.有出色的执行力，能在工作中持续学习与并保持饱满的工作热情；
6.对搜索业务感兴趣，对技术工作有热情，踏实细致靠谱，具有优秀的团队沟通合作能力、理解能力和抗压能力，有责任心和自驱力；
7.有工商信息类搜索经验者优先。",2024年01月17日,技术
北京,"1.负责qq-小世界Feed流推荐和红点推送以及商业化算法的研发，通过在召回、排序和混排上对样本、特征、模型、画像以及相关策略的不断优化，持续提升业务在不同场景的效率和用户体验；
2.对技术有追求，能够紧跟工业界、学术界的前沿技术，并能够结合业务的实际特点将相关技术落地产生实际效果，追求极致；
3.深入理解产品业务，洞察用户需求，持续改进内容消费推荐体验。",QQ小世界高级推荐算法工程师(深圳/北京),"1.研究生及以上学历，3年以上推荐、广告、搜索等策略算法优化经验，并在某一领域有深入的积累和研究；
2.扎实的编程基础和开发能力，熟悉linux开发环境，熟悉hadoop、hive、spark等常用的大数据处理平台，熟悉TensorFlow、PyTorch、MxNet等至少一种主流深度学习框架，熟悉python、C++和shell编程优先；
3.出色的分析问题和解决问题能力，对解决具有挑战性的问题充满激情；
4.优秀的沟通和团队协作能力，积极主动，愿意接受挑战；
5.扎实的数据结构和算法功底，熟悉推荐算法和具体落地，如特征挖掘、相关机器学习、统计原理和模型结构优化等。",2024年01月18日,技术
深圳,"1.负责七彩石配置中心、北极星名字服务node.js SDK和python SDK开发和维护工作；
2.参与七彩石配置中心、北极星名字服务SDK需求分析、架构设计、策略设计、代码编写、测试以及文档撰写；
3.对现有nodejs和pythonSDK不断优化和重构，提升易用性和可靠性；
4.参与七彩石配置中心、北极星名字服务前端开发和运营工作，打造良好的前端交互体验；
5.跟踪、探索业界配置中心的产品发展趋势，参与技术选型和创新工作。",SDK开发工程师,"1.计算机相关专业本科及以上学历，2年以上相关工作经验；
2.精通Node.js语言，熟练掌握Node.js及其生态圈相关技术；
3.熟悉python语言，具备跨语言开发能力；
4.具备客户端开发经验和前端开发经验者优先，熟悉HTML5、CSS3、JavaScript等前端技术；
5.熟悉业界常见的组件框架者优先，能熟练的使用 React、Vue 中的一种，并对其原理有过深入理解；
6.熟悉常用的软件设计模式和数据结构，具备良好的编程习惯；
7.具备良好的沟通能力和团队协作精神，能够承担一定的技术攻关任务。",2024年01月18日,技术
武汉,"1.参与腾讯云大数据运维平台的开发工作，负责外部数据对接、数据实时采集、数据加工计算、数据质量监控等工作，建设自动化运维工具来提升运维效率；
2.参与大数据监控诊断体系建设，基于大数据组件管理关系构建大数据组件监控诊断体系。",大数据运维平台研发工程师,"1.本科以上学历，3年以上大数据或大数据运维研发经验、熟练掌握一门以上开发语言（java/go/python/shell等），熟悉Linux和主流开发框架；
2.对大数据生态圈有了解，熟悉HDFS、YARN、Hive、HBase、Elasticsearch、Clickhouse、Flink、Spark、impala等大数据技术，至少精通其中2项以上；
3.熟悉常见运维开源系统以及开源监控系统如Zabbix、Prometheus等，对时序数据库druid\influxdb有使用经验，有大数据运维自动化&智能化，运营支撑系统等开发经验者优先；
4.强烈的责任心，优秀的沟通表达与组织协作能力；
5.注：此岗位为腾讯集团旗下子公司编制岗位。",2024年01月22日,技术
深圳,"1.负责服务器整机硬件交付的质量把关，负责服务器部件改造交付质量测试与交付；
2.负责服务器部件级交付前质量压测、性能测试、异常故障排查、问题分析与优化，保障运营备件交付质量；
3.负责服务器交付测试脚本与自动化工具优化，制定服务器交付技术规格产品化的规划设计与优化建设等工作，提升运营交付质量和效率。",服务器技术运营高级工程师,"1.本科及以上学历，3年以上服务器运维相关工作经验，需要对主流x86、ARM、Power平台的服务器硬件有相关运营、优化、或测试等技术经验；
2.熟练掌握国内外主流服务器品牌硬件运营知识，能通过服务器诊断工具和脚本对硬件问题诊断分析；
3.熟练掌握linux、windows等主流系统的操作与运营，具备一定的IDC、网络基础知识；
4.能通过shell、python等对运营工作场景进行工具优化经验优先；
5.具备良好的沟通与组织协调能力，能够协调和推动多个部门共同完成目标，具备团队合作精神。",2023年11月23日,技术
